"TSS Code","Source Site","Study Name","BCR"
"7e6e9ca1-1a73-476e-9789-99c8a35332ba","OS","Brigham and Women's Hospital","Adrenocortical carcinoma","NCH"
"e7313a73-d61a-4b29-93dc-89b91140049a","OT","National Cancer Institute","Adrenocortical carcinoma","NCH"
"f0c5418f-557a-4798-94bf-78ab5ac7a054","OU","Roswell Park","Adrenocortical carcinoma","NCH"
"ee040d8c-c10e-4b7d-b5e7-c679715fc6df","OV","BLN Baylor","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","NCH"
"480aae16-7b75-4c24-a98e-94dd17c6ad51","OW","International Genomics Consortium","Miscellaneous","NCH"
"00c35c8d-3afa-4a86-b98d-857d328e8bfd","OX","University of North Carolina","Glioblastoma multiforme","NCH"
"71e3a856-01cf-4211-a553-e42ced6a6a7e","OY","University of North Carolina","Ovarian serous cystadenocarcinoma","NCH"
"7d869136-5034-4bae-8a2d-34da3310efcf","OZ","Washington University - Aichi","Lung squamous cell carcinoma","NCH"
"7bafffdb-3966-4ae5-b99e-c588d4dee92b","P1","University of Minnesota","Uterine Carcinosarcoma","NCH"
"718b5c28-2cd9-4bca-8ee9-a51a96ecd2a8","P2","Candler","Uterine Carcinosarcoma","NCH"
"ef645673-48f8-4e85-90ce-72d00da070d0","P3"," Fred Hutchinson","Head and Neck squamous cell carcinoma","NCH"
"8c9ad45c-9af2-458a-b154-8ba3351df562","P4"," MD Anderson Cancer Center","Kidney renal papillary cell carcinoma","NCH"
"85b30eb5-f7e3-4ae0-8f5a-3bd9a094fdd4","P5","Cureline","Brain Lower Grade Glioma","NCH"
"616455bc-978c-40cf-a43b-ac87f9860a0c","P6","Translational Genomics Research Institute","Adrenocortical carcinoma","NCH"
"df61b515-596b-4d84-a9ab-fd683689b28d","P7","Translational Genomics Research Institute","Pheochromocytoma and Paraganglioma","NCH"
"dd85b89b-6968-4f78-b671-be6b31653b18","P8","University of Pittsburgh","Pheochromocytoma and Paraganglioma","NCH"
"3e1325bf-b689-4750-8b77-ad6debdea0f4","P9","University of Minnesota","Pancreatic adenocarcinoma","NCH"
"d2e33c35-7ec2-4a5b-8111-4bf258352b4c","PA","University of Minnesota","Adrenocortical carcinoma","NCH"
"9313b5f3-3b47-4174-9e8b-e78247ca91e0","PB","University of Minnesota","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","NCH"
"145bc0e0-17cc-448e-9084-4e23314447ce","PC","Fox Chase","Sarcoma","NCH"
"7cec98eb-ca89-42b9-a6b1-4fae6545919b","PD","Fox Chase","Liver hepatocellular carcinoma","NCH"
"c3aeecf6-c7ab-4f44-a26e-a9732142cf98","PE","Fox Chase","Breast invasive carcinoma","NCH"
"87005893-ed98-433b-b1a9-828d2a6b7190","PF","Fox Chase","Adrenocortical carcinoma","NCH"
"d1043cff-d9b3-4f15-8198-e9c5b4d2cf87","PG","Montefiore Medical Center","Uterine Corpus Endometrial Carcinoma","NCH"
"293b6d2c-83f7-49d4-a84d-ed0e1ab2eeb5","PH","Gundersen Lutheran","Acute Myeloid Leukemia","NCH"
"a44a2c9f-044c-49a6-b907-d3106da37c33","PJ","Gundersen Lutheran","Kidney renal papillary cell carcinoma","NCH"
"414e28d1-a675-4099-9b21-d7b6779b15ba","PK","University Health Network","Adrenocortical carcinoma","NCH"
"6e394208-5dd2-4503-a937-6d07931e2712","PL","Institute of Human Virology Nigeria","Breast invasive carcinoma","NCH"
"387cbb35-bf15-41ba-b1e6-0bd34cc44897","PM","Institute of Human Virology Nigeria","Lung squamous cell carcinoma","NCH"
"77a26906-7435-473f-bb23-b8629edf690b","PN","Institute of Human Virology Nigeria","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"9add78f3-3813-4f24-a4ce-f13e1af0de51","PQ","University of Colorado Denver","Bladder Urothelial Carcinoma","NCH"
"00d4dad2-4170-4479-bce7-a29e118bbb26","PR","Roswell Park","Pheochromocytoma and Paraganglioma","NCH"
"1e4c5d6f-b0dc-4f30-b640-5f9698875e08","PS","Cedars Sinai","Lung squamous cell carcinoma","NCH"
"10259136-4e24-4ef7-9000-063fe1b6d556","PT","Maine Medical Center","Sarcoma","NCH"
"af22f003-ec7b-4e26-8f09-f53c029fe53c","PU","Maine Medical Center","Pancreatic adenocarcinoma","NCH"
"212efcd4-e6ca-4e23-aaaa-2120d47ffdd8","PV","Maine Medical Center","Head and Neck squamous cell carcinoma","NCH"
"0c550201-a906-44fb-b293-401e46dba5d8","PW","Maine Medical Center","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"9874ef41-3284-4ca7-a840-d0c0c31fb94b","PX","Maine Medical Center","Kidney renal papillary cell carcinoma","NCH"
"9a38edf7-180a-4b38-84ff-a50d4da035ed","PY","Maine Medical Center","Liver hepatocellular carcinoma","NCH"
"0ba46603-ba99-4da7-956f-60a225cb5e71","PZ"," ABS - Lahey Clinic","Pancreatic adenocarcinoma","NCH"
"16cd11fc-99c7-4924-86bc-acd1bf3dc161","Q1","University of Oklahoma HSC","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"377cd759-d5c1-4cd9-a49d-643b273edcf5","Q2","University of Oklahoma HSC","Kidney renal papillary cell carcinoma","NCH"
"1ee7156b-c3c6-4288-a4a9-60e90f53def1","Q3","University of Oklahoma HSC","Pancreatic adenocarcinoma","NCH"
"d8109481-e76d-41e1-ae2e-744772503c56","Q4","Emory University","Acute Myeloid Leukemia","NCH"
"729d3b1e-f067-4b51-9803-cab7b68a6756","Q5","Emory University","Bladder Urothelial Carcinoma","NCH"
"63684481-12ac-4e4d-a651-62b1fa418981","Q6","Emory University","Breast invasive carcinoma","NCH"
"7ca5c0c4-08e9-479e-ac2a-02a7a4721c30","Q7","Emory University","Uterine Corpus Endometrial Carcinoma","NCH"
"2288d74d-0889-4f71-9e9a-d9e1b82edab2","Q8","Emory University","Colon adenocarcinoma","NCH"
"33fd2d40-05df-4174-b4e4-895f4ba2613a","Q9","Emory University","Esophageal carcinoma ","NCH"
"5f39a3e8-09f9-47c7-b15d-b54a2de12a85","QA","Emory University","Liver hepatocellular carcinoma","NCH"
"63d45615-ce68-4419-abde-1960589a62b2","QB","Emory University","Skin Cutaneous Melanoma","NCH"
"59e936b8-8b40-48e7-8d67-b216e541ff3a","QC","Emory University","Sarcoma","NCH"
"19b76b05-4f4c-4b04-9ca9-4703e57dcb28","QD","Emory University","Thyroid carcinoma","NCH"
"ffbedc3b-407e-49ea-9a3b-bc08e8e0df33","QE","Emory University","Uterine Carcinosarcoma","NCH"
"da3d0261-fccd-419f-bf46-a21bbd8044dc","QF","BLN - Baylor","Uterine Corpus Endometrial Carcinoma","NCH"
"43b3f5dd-7665-4a59-93b8-12ca56fa99aa","QG","BLN - Baylor","Colon adenocarcinoma","NCH"
"89ce9fa5-5bd0-4731-bb1b-9bc0cb9b50a1","QH","Fondazione-Besta","Brain Lower Grade Glioma","NCH"
"4813caba-cf59-4ae4-bca7-6f5a5c1476c1","QJ","Mount Sinai School of Medicine","Ovarian serous cystadenocarcinoma","NCH"
"545b0c2a-f0af-4347-8367-0f12ffee4b89","QK","Emory University - Winship Cancer Inst.","Head and Neck squamous cell carcinoma","NCH"
"8c0d47c2-c7db-4a35-aa09-64dbaca98a8f","QL"," University of Chicago","Colon adenocarcinoma","NCH"
"55891ec8-aa97-4e81-95ec-9f2a6d9da155","QM","University of Oklahoma HSC","Uterine Carcinosarcoma","NCH"
"81aae6b0-ea72-4920-a708-69ea682e2ca0","QN","ILSBio","Uterine Carcinosarcoma","NCH"
"a2154f76-fe35-4a90-ade1-29660bb770c7","QP","University of Chicago","Rectum adenocarcinoma","NCH"
"1bcc639d-0a38-4b69-88ae-ab395e715495","QQ","Roswell Park","Sarcoma","NCH"
"55fc6abf-d29a-4f3f-b8a3-cfd7b36fe6a0","QR","National Institutes of Health","Pheochromocytoma and Paraganglioma","NCH"
"30815159-3dba-4282-8b59-9342ee9fef86","QS","Candler","Uterine Corpus Endometrial Carcinoma","NCH"
"ccb48a36-8fda-42c9-88fa-76d95af14535","QT","University of North Carolina","Pheochromocytoma and Paraganglioma","NCH"
"7eb08ca4-6a41-44b4-848d-8933ff1c2b72","QU","Harvard Beth Israel","Prostate adenocarcinoma","NCH"
"12c20e50-9275-4a24-9abf-6d6f81e5f03c","QV","Instituto Nacional de Cancerologia","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"7bff64ab-cdc2-42bc-92a4-6cff3e7c8b55","QW","Instituto Nacional de Cancerologia","Stomach adenocarcinoma","NCH"
"49b01574-2208-43ad-b6fd-a696a0c08764","QX","Biomatrix","Stomach adenocarcinoma","NCH"
"b63ae845-e60f-429d-b301-c46afd137b71","QY","Biomatrix","Esophageal carcinoma ","NCH"
"beb59191-d51d-4a92-b328-f501ea1c589b","QZ","CHI-Penrose Colorado","Kidney Chromophobe","NCH"
"e8f94ae3-8bd5-4dde-a4e1-8d32d9d6b5f6","R1","CHI-Penrose Colorado","Colon adenocarcinoma","NCH"
"620cf923-7e58-41d0-8370-fae32881afb6","R2","CHI-Penrose Colorado","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"ba1522b0-e46a-44f2-b9b5-9115bb00b3a1","R3","CHI-Penrose Colorado","Bladder Urothelial Carcinoma","NCH"
"763fb852-20fb-4e82-a18d-170f91b0f507","R4","Maine Medical Center","Esophageal carcinoma ","NCH"
"8d9d30db-e3cf-463a-be69-3677c23ea7c8","R5","MD Anderson Cancer Center","Stomach adenocarcinoma","NCH"
"378d5063-e4e5-4e72-a0b4-56d075e866f3","R6","MD Anderson Cancer Center","Esophageal carcinoma ","NCH"
"676995ac-6bf5-4865-b9fa-0cafd99d7282","R7","Gundersen Lutheran Health System","Head and Neck squamous cell carcinoma","NCH"
"062d2f50-cd4f-4041-96da-d090e8047914","R8","MD Anderson","Brain Lower Grade Glioma","NCH"
"e682d7dd-a29b-4b4a-8577-bb3d26bf2a47","R9","Candler","Ovarian serous cystadenocarcinoma","NCH"
"9317c106-faa9-4b79-8e11-79e74f47017d","RA","Candler","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"9d5cdeb2-247e-47fe-846a-338244288488","RB","Emory University","Pancreatic adenocarcinoma","NCH"
"0c6e6140-a8c5-4728-b77c-fe3d3dd75d56","RC","University of Utah","Liver hepatocellular carcinoma","NCH"
"a5e418c3-b8e8-45aa-8f99-cd1556d17917","RD","Peter MacCallum Cancer Center","Stomach adenocarcinoma","NCH"
"f62f1cea-54fc-4f3f-8417-fd48684c1692","RE","Peter MacCallum Cancer Center","Esophageal carcinoma ","NCH"
"e545e797-14f2-454e-97d2-6c680dea5d9d","RF","Mayo Clinic - Rochester","Esophageal carcinoma ","NCH"
"17804b49-3f43-43bf-bcab-70dea55c17f5","RG","Montefiore Medical Center","Liver hepatocellular carcinoma","NCH"
"8f1e6bbf-b709-4a61-86c4-862e48a0fd5a","RH","BLN - Baylor","Head and Neck squamous cell carcinoma","NCH"
"fb329bbb-8c56-4c9b-8506-5e658d2fd351","RJ","St. Joseph's Hospital AZ","Head and Neck squamous cell carcinoma","NCH"
"72470c5c-36e8-479f-afae-126169848ae7","RK","St. Joseph's Hospital AZ","Stomach adenocarcinoma","NCH"
"b4d0435f-0feb-4d93-b7b4-496211dcaf23","RL","St. Joseph's Hospital AZ","Pancreatic adenocarcinoma","NCH"
"ef4d49c8-6bd3-4e30-80bf-afab273d106a","RM","St. Joseph's Hospital AZ","Pheochromocytoma and Paraganglioma","NCH"
"a1c792a4-5cd4-45b8-87ff-414abd4cdba9","RN","St. Joseph's Hospital AZ","Sarcoma","NCH"
"36c499aa-4680-41d0-bea8-cb5ae9aea339","RP","St. Joseph's Hospital AZ","Skin Cutaneous Melanoma","NCH"
"1337d412-6829-42ed-aaa9-c605ae7b959f","RQ","St. Joseph's Hospital AZ","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","NCH"
"f4c4edde-d6d1-4a33-990b-644567682da3","RR","St. Joseph's Hospital AZ","Glioblastoma multiforme","NCH"
"8539cf88-efb4-45bc-847c-8311a9e0705c","RS","Memorial Sloan Kettering Cancer Center","Head and Neck squamous cell carcinoma","NCH"
"d70c8d67-8d1c-467e-8ffc-35a69b9fdd3d","RT","Cleveland Clinic Foundation","Pheochromocytoma and Paraganglioma","NCH"
"dfeb4ace-bba5-45e6-9c95-7829028557e3","RU","Northwestern University","Colon adenocarcinoma","NCH"
"d2b2f019-57d6-4d2a-a4ca-3b7cc7cf79da","RV","Northwestern University","Pancreatic adenocarcinoma","NCH"
"59222694-a6e6-4fb8-aa5a-5c3eda23501f","RW","Michigan University","Pheochromocytoma and Paraganglioma","NCH"
"a85d8748-af6a-47e1-94b0-3e6b28266b1a","RX","University of Minnesota","Pheochromocytoma and Paraganglioma","NCH"
"f2807959-331f-457d-b161-293e8e5601a2","RY","University of California San Francisco","Brain Lower Grade Glioma","NCH"
"07bac4c9-a64f-4289-8cf4-6816d98f3341","RZ","Wills Eye Institute","Uveal Melanoma","NCH"
"165c3446-cf2e-44d3-b4b3-d88e06d37dd6","S1","University of Minnesota","Skin Cutaneous Melanoma","NCH"
"2d55ed00-d4a7-4358-a0fd-36f3cacc7623","S2","Albert Einstein Medical Center","Lung adenocarcinoma","NCH"
"d8e812f6-d8bb-4689-a19f-57c3a5b37bca","S3","Albert Einstein Medical Center","Breast invasive carcinoma","NCH"
"ccd4d1e6-3b53-4912-8bb7-f367394a4bec","S4","University of Chicago","Pancreatic adenocarcinoma","NCH"
"95daed2a-3f10-4d96-b42c-4c21e26df9c1","S5"," University of Oklahoma HSC","Bladder Urothelial Carcinoma","NCH"
"8d079043-ec02-4912-8fd6-0f16232e8208","S6","Gundersen Lutheran Health System","Testicular Germ Cell Tumors","NCH"
"a92c0253-d088-488a-9283-83b612c9b267","S7","University Hospital Motol","Pheochromocytoma and Paraganglioma","NCH"
"e54f7d79-4619-4e05-843c-f8f303c134b2","S8","ABS - IUPUI","Esophageal carcinoma ","NCH"
"332e3e67-c387-45ce-bde3-12cb3ce0a9ca","S9","Dept of Neurosurgery at University of Heidelberg","Brain Lower Grade Glioma","NCH"
"0eadfafa-93cb-42ab-9d1d-dea4a00babfe","SA"," ABS - IUPUI","Pheochromocytoma and Paraganglioma","NCH"
"3dc4fb59-af67-4cc8-886f-6668400f3ce2","SB","Baylor College of Medicine","Testicular Germ Cell Tumors","NCH"
"dd0184f2-7488-4fd2-8dee-144ad4a69b16","SC","Memorial Sloan Kettering","Mesothelioma","NCH"
"5685168e-112b-4779-92ad-acff174b7a4d","SD","MD Anderson","Pancreatic adenocarcinoma","NCH"
"1b3d52c1-030a-488f-ac43-4bfbd0746720","SE","Boston Medical Center","Pheochromocytoma and Paraganglioma","NCH"
"7de3a856-c76f-4dd7-b40d-b355d38fe8ff","SF","Cleveland Clinic Foundation","Liver hepatocellular carcinoma","NCH"
"f0b2a456-e69f-4976-91d0-91a5701b1cde","SG","Cleveland Clinic Foundation","Sarcoma","NCH"
"15ef864f-68f5-47d9-9aea-938ac2685947","SH","Papworth Hospital","Mesothelioma","NCH"
"0fffd370-4b70-4f8b-abc5-6391e2161fd1","SI","Washington University St. Louis","Sarcoma","NCH"
"42067d19-351d-4fdf-a684-7e2d0938712e","SJ","Albert Einstein Medical Center","Uterine Corpus Endometrial Carcinoma","NCH"
"fb87429b-d5f6-4e1d-a849-c9e1ea39ca19","SK","St. Joseph's Hospital AZ","Colon adenocarcinoma","NCH"
"c3d398af-c472-47fd-9fe1-de60f6ba6574","SL","St. Joseph's Hospital AZ","Uterine Corpus Endometrial Carcinoma","NCH"
"35a1e74b-4579-4eae-b648-7eed56d9110b","SM","BLN - Baylor","Stomach adenocarcinoma","NCH"
"d21e77bf-bb46-4419-a854-db64f3fe1009","SN","BLN - Baylor","Testicular Germ Cell Tumors","NCH"
"7a49ff6d-01a1-4210-8501-bffb115740ed","SO","University of Minnesota","Testicular Germ Cell Tumors","NCH"
"f728cdaf-a111-43fb-9016-0bde9419f03e","SP","University Health Network","Pheochromocytoma and Paraganglioma","NCH"
"04e83e4a-dae3-4acd-849e-7b30dddda31c","SQ","International Genomics Consortium","Pheochromocytoma and Paraganglioma","NCH"
"16229f85-f59a-41b2-83ec-aef6bd4488c4","SR","Tufts Medical Center","Pheochromocytoma and Paraganglioma","NCH"
"a509c189-9eca-4de2-976f-03990a73d827","SS"," Medical College of Georgia","Colon adenocarcinoma","NCH"
"53457422-84ce-497a-b5d2-ad570531ae35","ST","Global Bioclinical-Moldova","Head and Neck squamous cell carcinoma","NCH"
"a7bfba2e-7feb-4dd0-9deb-ab1c46666fc3","SU","Global Bioclinical-Moldova","Prostate adenocarcinoma","NCH"
"24435c96-fb70-46b3-befa-e56270053c00","SV","Global Bioclinical-Moldova","Sarcoma","NCH"
"5cbb9f3a-698c-4562-b301-a37d90e0dfb9","SW","Global Bioclinical-Moldova","Stomach adenocarcinoma","NCH"
"536841aa-6fb4-4fec-bec1-a26dabbc8f70","SX","Mayo Clinic Arizona","Kidney renal papillary cell carcinoma","NCH"
"557b64d8-03f8-42c4-88ef-b2d9d17b8df9","SY","Mayo Clinic Arizona","Bladder Urothelial Carcinoma","NCH"
"77e01bcb-0c9f-4efe-94cf-eca8fe2a38fc","SZ","St. Joseph's Hospital Arizona","Mesothelioma","NCH"
"4f7ad5a7-1a35-4360-abeb-c113e929491b","T1","St. Joseph's Hospital Arizona","Liver hepatocellular carcinoma","NCH"
"8876f9e0-b4ac-4b76-8fcb-caadc311503d","T2","St. University of Colorado Denver","Head and Neck squamous cell carcinoma","NCH"
"039fd2e5-9e64-4844-afe3-111710489793","T3","Molecular Response","Head and Neck squamous cell carcinoma","NCH"
"619d8254-6871-466c-888d-dddd939f07a8","T4","Molecular Response","Breast invasive carcinoma","NCH"
"3f16e775-2c8f-4ffb-8fe6-388d1f9a4ee5","T5","Molecular Response","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"5ce5723b-d376-45c7-8561-dff15b465339","T6","Molecular Response","Lung adenocarcinoma","NCH"
"f07f15e6-5219-48d3-b783-4f12bf6269cf","T7","Molecular Response","Kidney renal clear cell carcinoma","NCH"
"6d83b611-f873-46f6-bc26-97dfe82425f1","T8","Molecular Response","Kidney renal papillary cell carcinoma","NCH"
"aeb11aeb-554d-4a03-bd61-180b60ff9e11","T9","Molecular Response","Colon adenocarcinoma","NCH"
"78e16384-31d1-4872-ad4e-f236bda6c9e6","TA","Molecular Response","Rectum adenocarcinoma","NCH"
"a7c2ac60-69f2-44de-9afe-2b4265fc3a76","TB","Global BioClinical - Georgia","Bladder Urothelial Carcinoma","NCH"
"6f98f0f9-4e78-4422-afbf-d5251a6ba455","TD","Global BioClinical - Georgia","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"9773b17f-801a-410d-afb2-34b76e4680cf","TE","Global BioClinical - Georgia","Skin Cutaneous Melanoma","NCH"
"6ce5e09b-29a7-49f5-954b-e42b4cf4087b","TF","Global BioClinical - Georgia","Esophageal carcinoma ","NCH"
"5ee04866-f5f6-4f1a-88b5-fa35d4e426a6","TG","Global BioClinical - Georgia","Head and Neck squamous cell carcinoma","NCH"
"21675e5b-7385-4bcc-81fd-738f01ef14da","TH","Global BioClinical - Georgia","Liver hepatocellular carcinoma","NCH"
"1e872047-2905-40bf-9282-3663ef663680","TJ","Global BioClinical - Georgia","Sarcoma","NCH"
"bbaf86e4-f5db-4ee3-bdf7-19eb89a9923a","TK","Global BioClinical - Georgia","Prostate adenocarcinoma","NCH"
"a47e8b46-265e-4464-97ce-3c2b617310d1","TL","Global BioClinical - Georgia","Stomach adenocarcinoma","NCH"
"41c874e7-1dca-4ae6-a88f-35e24d892a2d","TM","The University of New South Wales","Brain Lower Grade Glioma","NCH"
"c3e7be65-bc66-44f6-a726-24ae439bbd47","TN"," Ohio State University","Head and Neck squamous cell carcinoma","NCH"
"649d32af-124a-4c8c-a2b7-3494a683848f","TP","Maine Medical Center","Prostate adenocarcinoma","NCH"
"75813b0f-ea13-41ac-a22b-9f84317cfbff","TQ","University of Sao Paulo","Brain Lower Grade Glioma","NCH"
"b6ac3cc6-4e81-44b0-8f22-a00c9da6c64f","TR","Global Bioclinical-Moldova","Skin Cutaneous Melanoma","NCH"
"ceaae17a-7e4d-4ca2-9bcf-c68322532f6b","TS","University of Pennsylvania","Mesothelioma","NCH"
"f4b29fe5-d387-4778-919f-e23b48b57f1a","TT","University of Pennsylvania","Pheochromocytoma and Paraganglioma","NCH"
"a2fd99fa-5b40-4de4-96fa-7dbeca67cb9e","TU","Wake Forest University","Acute Myeloid Leukemia","NCH"
"af5f56cb-c295-43ac-ab01-c6272d2be696","TV","Wake Forest University","Breast invasive carcinoma","NCH"
"6bd3c2ed-561b-445d-b47b-92b67aa7a10e","TW","Wake Forest University","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"26783b85-308b-40b1-b062-b95f2ca7bd6e","TX","Wake Forest University","Uterine Corpus Endometrial Carcinoma","NCH"
"48c5355e-d834-4ef8-972d-19e586157c03","TY","Wake Forest University","Head and Neck squamous cell carcinoma","NCH"
"c9f1da46-d317-4fbc-af05-3389b2803364","TZ","Wake Forest University","Liver hepatocellular carcinoma","NCH"
"dab97fc7-422d-4134-9f48-344908475016","U1","Wake Forest University","Lung adenocarcinoma","NCH"
"e2c3bc0c-1a53-4059-b833-6833a5210016","U2","Wake Forest University","Lung squamous cell carcinoma","NCH"
"4bcfbcf7-677f-4507-b8fd-fde261fdca79","U3","Wake Forest University","Pancreatic adenocarcinoma","NCH"
"be7f2489-9456-480c-bb3c-70ec474e456e","U4","Wake Forest University","Sarcoma","NCH"
"87663469-b54c-4943-b9e0-026c74d13225","U5","Wake Forest University","Thyroid carcinoma","NCH"
"d697eb6c-6d54-4377-8049-40323710ff3b","U6","Wake Forest University","Adrenocortical carcinoma","NCH"
"4d8673ba-8fb0-4d00-9f8d-87323d3aede9","U7","Wake Forest University","Mesothelioma","NCH"
"6e0f42da-40d8-428c-ab19-166cdd72aa0c","U8","Wake Forest University","Testicular Germ Cell Tumors","NCH"
"9d102de0-8ac4-403d-b963-c20bbeeffcf0","U9","Wake Forest University","Kidney renal clear cell carcinoma","NCH"
"5f3a9e3f-bdab-4ef2-9c6a-d0075ea65150","UA","Wake Forest University","Kidney renal papillary cell carcinoma","NCH"
"8b46f39a-4d2d-4b86-9669-dde2c352b8f2","UB","UCSF","Liver hepatocellular carcinoma","NCH"
"43adce74-c897-4bbd-a8c7-8517d3301884","UC","University of Washington","Cervical squamous cell carcinoma and endocervical adenocarcinoma","NCH"
"3039e3b0-37d0-4884-88db-86293e9fd480","UD"," University of Western Australia","Mesothelioma","NCH"
"de8190d0-5575-4299-bfad-cf95271e795c","UE"," Asterand","Sarcoma","NCH"
"12d3eae2-867d-4b26-9eef-d4a1ee1eca34","UF","Barretos Cancer Hospital","Head and Neck squamous cell carcinoma","NCH"
"0aa00ba9-da4c-4117-98f2-9907d0e0f5f2","UG"," Boston Medical Center","Esophageal carcinoma ","NCH"
"62459754-0d64-40ef-b6b6-8bc93b09b5ff","UH"," Boston Medical Center","Lung adenocarcinoma","NCH"
"ea71b5f6-57f9-42ee-a95b-2fb56ec7c5cf","UJ"," Boston Medical Center","Lung squamous cell carcinoma","NCH"
"3a59ee5e-444c-4f4b-87c0-85676072bd4a","UK"," Boston Medical Center","Kidney Chromophobe","NCH"
"f5a054b5-767d-4900-b2d1-cd17d8273711","UL"," Boston Medical Center","Breast invasive carcinoma","NCH"
"b9ba12b0-9897-4db7-8489-ca930ff909ff","UM"," Boston Medical Center","Kidney renal clear cell carcinoma","NCH"
"f849305f-275f-40f0-8d08-43b972ae84ae","UN"," Boston Medical Center","Kidney renal papillary cell carcinoma","NCH"
"4e977cc7-c37f-4e23-96f0-c6ce267c6697","UP"," Boston Medical Center","Head and Neck squamous cell carcinoma","NCH"
"2c02df5a-a800-4f5f-a4b3-69926e98e0a9","UQ"," Boston Medical Center","Thyroid carcinoma","NCH"
"40a9e2af-580c-4de4-ac81-af7dde08bc30","UR"," Boston Medical Center","Prostate adenocarcinoma","NCH"
"10b17d17-a557-4c3c-a41c-608685916d07","US","Garvan Institute of Medical Research","Pancreatic adenocarcinoma","NCH"
"551c0a7c-d4cb-45cc-b817-5f9f201dde4e","UT","Asbestos Diseases Research Institute","Mesothelioma","NCH"
"29435a36-eae7-43c4-a4bd-54d729569bbf","UU","Mary Bird Perkins Cancer Center - Our Lady of the Lake","Breast invasive carcinoma","NCH"
"86e208f5-bedc-4814-8bb4-40c003beed24","UV","Capital Biosciences","Liver hepatocellular carcinoma","NCH"
"7de8b1b0-66b7-4386-9996-440a79d66e69","UW","University of North Carolina","Kidney Chromophobe","NCH"
"b4642c92-026a-4505-9635-2bffc49a03f2","UX","University of Oklahoma HSC","Prostate adenocarcinoma","NCH"
"6e00de9f-746d-45b8-964d-21dc0191f5f7","UY","University of California San Francisco","Bladder Urothelial Carcinoma","NCH"
"190d695d-358a-4a6e-976b-69f680e8b985","UZ","University of California San Francisco","Kidney renal papillary cell carcinoma","NCH"
"dbb6fc93-fed3-41c4-a693-a287e6e3a1f5","V1","University of California San Francisco","Prostate adenocarcinoma","NCH"
"487025f4-dc3f-4c6e-9735-83c3e2856535","V2","Cleveland Clinic Foundation","Prostate adenocarcinoma","NCH"
"8c83d8d9-9a77-4f2b-b8f4-080083cd97f5","V3","Cleveland Clinic Foundation","Uveal Melanoma","NCH"
"4566c44b-93c8-4d51-9de6-66689527ef62","V4","Institut Curie","Uveal Melanoma","NCH"
"222c00a3-f419-4bcd-af84-669b20c31c9d","V5","Duke University","Esophageal carcinoma ","NCH"
"9536c1b5-b163-4bfb-a5eb-4aa77adab52f","V6","Duke University","Stomach adenocarcinoma","NCH"
"7d89e298-8382-4644-ae0d-4748c1eb0f6e","V7","Medical College of Georgia","Breast invasive carcinoma","NCH"
"72b22977-76ee-42cd-85e7-9d76d5542d92","V8","Medical College of Georgia","Kidney renal clear cell carcinoma","NCH"
"2fac3005-dbdd-41fa-a0af-40f8247c4382","V9","Medical College of Georgia","Kidney renal papillary cell carcinoma","NCH"
"3cdfc9bb-e1c9-4e20-8edb-ed4e37544768","VA","Alliance","Stomach adenocarcinoma","NCH"
"f07648a8-0c41-45a5-a104-3725fd9a04b4","VB","Global BioClinical - Georgia","Lymphoid Neoplasm Diffuse Large B-cell Lymphoma","NCH"
"6b74dbd5-22c2-4a5f-a8b8-4c0c7db2b4e3","VC","University of Miami","Stomach adenocarcinoma","NCH"
"d24098b6-1e5b-4b3d-9a3b-42ca56b8f7e8","VD","University of Liverpool","Uveal Melanoma","NCH"
"158d5e09-c399-474b-b2d6-901b0805b8ec","VE","ABS IUPUI","Colon adenocarcinoma","NCH"
"1099ea33-22d6-41f9-8ed7-5661554f6abc","VF","University of Pennsylvania","Testicular Germ Cell Tumors","NCH"
"bc5989bd-aed2-4b41-bc12-14b049a0a982","VG","Institute of Human Virology Nigeria","Ovarian serous cystadenocarcinoma","NCH"
"a4791fe8-7770-4598-b8fc-20d47b42f5e9","VH","Institute of Human Virology Nigeria","Sarcoma","NCH"
"f9c680a3-3a9a-442a-969a-4f11dbe379aa","VJ","Institute of Human Virology Nigeria","Head and Neck squamous cell carcinoma","NCH"
"5b47ed7c-11cf-4e42-92d3-d14099551658","VK","Institute of Human Virology Nigeria","Colon adenocarcinoma","NCH"
"225828e0-82de-446f-82f4-41830231c757","VL","Institute of Human Virology Nigeria","Rectum adenocarcinoma","NCH"
"ee68a085-7d1d-4385-b176-81c43fc5e668","VM","Huntsman Cancer Institute","Brain Lower Grade Glioma","NCH"
